timestamp,model,num_labels,f1_macro,f1_weighted,roc_auc,train_batch_size,eval_batch_size,num_train_epochs
2025-05-21 22:46:20,distilbert-base-uncased,2,0.8867,0.9093,0.9622,8,8,2
