timestamp,model,num_labels,f1_macro,f1_weighted,roc_auc,train_batch_size,eval_batch_size,num_train_epochs
2025-05-22 02:47:52,distilbert-base-uncased,2,0.9983,0.9983,1.0,8,8,2
2025-05-29 01:23:18,distilbert-base-uncased,2,0.9006,0.9839,0.9762,8,8,10.0,3,2e-05
