timestamp,model,num_labels,f1_macro,f1_weighted,roc_auc,train_batch_size,eval_batch_size,num_train_epochs,early_stopping_patience,learning_rate
2025-05-29 09:34:25,microsoft/deberta-v3-small,2,0.895,0.9834,0.9885,8,8,8.0,3,2e-05
