timestamp,model,num_labels,f1_macro,f1_weighted,roc_auc,train_batch_size,eval_batch_size,num_train_epochs
2025-05-22 04:03:19,microsoft/deberta-v3-small,2,0.9982,0.9982,0.9996,8,8,2
